nid,uid,calendar_status,available_days_30,available_days_60,available_days_90,available_days_180,available_days_365,note
70179.0,167542.0,open,0.0,0.0,0.0,0.0,0.0,
70233.0,167542.0,open,28.0,58.0,88.0,178.0,197.0,
70665.0,168220.0,blocked,0.0,0.0,0.0,0.0,0.0,
71542.0,29083.0,blocked,20.0,42.0,72.0,162.0,286.0,
71561.0,132552.0,blocked,27.0,51.0,81.0,171.0,226.0,
72604.0,48445.0,open,25.0,55.0,82.0,172.0,236.0,
72836.0,170444.0,open,0.0,0.0,0.0,0.0,0.0,
72926.0,170444.0,blocked,0.0,0.0,0.0,0.0,0.0,
72963.0,170444.0,open,0.0,0.0,0.0,0.0,2.0,
72998.0,170444.0,open,1.0,1.0,1.0,1.0,1.0,
73266.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73267.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73268.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73269.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73270.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73271.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73272.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73273.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73274.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73275.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73276.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73277.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73278.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73279.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73280.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73281.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73282.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73283.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73284.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73285.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73286.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73287.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73288.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73289.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73290.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73291.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73293.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73294.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73295.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73296.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73297.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73298.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73300.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73301.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73302.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73303.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73304.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73306.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73307.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73309.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73310.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73311.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73312.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73314.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73315.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73317.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73318.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73319.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73320.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73321.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73322.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73324.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73325.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73328.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73329.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73332.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73333.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
73337.0,171028.0,blocked,0.0,0.0,0.0,0.0,0.0,
