id,ext_name,type,facility_name
66127,bedding 2 additional - queen,accommodations,queen beds
66915,Bedding 2 Additional - Queen,accommodations,queen beds
67521,bedding 3 - 2 queens,accommodations,queen beds
70235,Bedding 3 - 2 Queens,accommodations,queen beds
53908,bedding 3 - queen,accommodations,queen beds
70287,Bedding 3 - Queen,accommodations,queen beds
67580,bedding 3 - queen in loft,accommodations,queen beds
67581,bedding 3 - queen in loft,accommodations,queen beds
70291,Bedding 3 - Queen in loft,accommodations,queen beds
67535,bedding 4 - 2 queens,accommodations,queen beds
70248,Bedding 4 - 2 Queens,accommodations,queen beds
66082,bedding 4 - queen,accommodations,queen beds
85865,Bedding 4 - Queen,accommodations,queen beds
66085,bedding 5 - queen,accommodations,queen beds
85859,Bedding 5 - Queen,accommodations,queen beds
66086,bedding 6 - queen,accommodations,queen beds
85977,Bedding 6 - Queen,accommodations,queen beds
66080,bedding additional - queen,accommodations,queen beds
66103,bedding additional - queen,accommodations,queen beds
86176,Bedding Additional - Queen,accommodations,queen beds
54094,bedding bed 1 - 2 queen,accommodations,queen beds
66947,Bedding Bed 1 - 2 Queen,accommodations,queen beds
70255,bedding bed 1 - 2 queens,accommodations,queen beds
74540,Bedding Bed 1 - 2 Queens,accommodations,queen beds
50013,bedding bed 1 - queen,accommodations,queen beds
74554,Bedding Bed 1 - Queen,accommodations,queen beds
50625,bedding bed 2 - 2 queen,accommodations,queen beds
79199,Bedding Bed 2 - 2 Queen,accommodations,queen beds
54096,bedding bed 2 - 2 queen beds,accommodations,queen beds
66944,Bedding Bed 2 - 2 Queen Beds,accommodations,queen beds
75746,bedding bed 2 - 2 queens,accommodations,queen beds
83074,Bedding Bed 2 - 2 Queens,accommodations,queen beds
50070,bedding bed 2 - queen,accommodations,queen beds
66758,Bedding Bed 2 - Queen,accommodations,queen beds
57859,bedding bed 3 - 2 queen,accommodations,queen beds
57867,bedding bed 3 - 2 queen,accommodations,queen beds
80048,Bedding Bed 3 - 2 Queen,accommodations,queen beds
65728,bedding bed 3 - 2 queens,accommodations,queen beds
83144,Bedding Bed 3 - 2 Queens,accommodations,queen beds
50111,bedding bed 3 - queen,accommodations,queen beds
74532,Bedding Bed 3 - Queen,accommodations,queen beds
55873,bedding bed 4 - 2 queen,accommodations,queen beds
81435,Bedding Bed 4 - 2 Queen,accommodations,queen beds
50400,bedding bed 4 - queen,accommodations,queen beds
74529,Bedding Bed 4 - Queen,accommodations,queen beds
55875,bedding bed 5 - 2 queen,accommodations,queen beds
79942,Bedding Bed 5 - 2 Queen,accommodations,queen beds
65572,bedding bed 5 - queen,accommodations,queen beds
81753,Bedding Bed 5 - Queen,accommodations,queen beds
55962,bedding bed 6 - 2 queen,accommodations,queen beds
79939,Bedding Bed 6 - 2 Queen,accommodations,queen beds
55876,bedding bed 6 - queen,accommodations,queen beds
81430,Bedding Bed 6 - Queen,accommodations,queen beds
48714,bedding br 1 - queen,accommodations,queen beds
71057,Bedding BR 1 - Queen,accommodations,queen beds
48726,bedding br 2 - queen,accommodations,queen beds
71025,Bedding BR 2 - Queen,accommodations,queen beds
48967,bedding br 3 - queen,accommodations,queen beds
71067,Bedding BR 3 - Queen,accommodations,queen beds
68166,bedding br 4 - queen,accommodations,queen beds
71409,Bedding BR 4 - Queen,accommodations,queen beds
67995,bedding br 5 - queen,accommodations,queen beds
71283,Bedding BR 5 - Queen,accommodations,queen beds
69132,bedding lr - queen,accommodations,queen beds
69145,bedding lr - queen,accommodations,queen beds
73302,Bedding LR - Queen,accommodations,queen beds
69744,bedding lr - queen murphy bed,accommodations,queen beds
69773,bedding lr - queen murphy bed,accommodations,queen beds
74392,Bedding LR - Queen Murphy Bed,accommodations,queen beds
48070,bedding master - queen,accommodations,queen beds
48095,bedding master - queen,accommodations,queen beds
68776,Bedding Master - Queen,accommodations,queen beds
79879,bedding rm 5 - 2 queens,accommodations,queen beds
88673,Bedding rm 5 - 2 Queens,accommodations,queen beds
79999,bedding rm1 - 2 queens,accommodations,queen beds
88755,Bedding rm1 - 2 Queens,accommodations,queen beds
53932,bedding rm1 - queen,accommodations,queen beds
88583,Bedding rm1 - Queen,accommodations,queen beds
66201,bedding rm2 - 2 queens,accommodations,queen beds
69304,Bedding rm2 - 2 Queens,accommodations,queen beds
48101,bedding rm2 - queen,accommodations,queen beds
65950,Bedding rm2 - Queen,accommodations,queen beds
66168,bedding rm3 - 2 queens,accommodations,queen beds
88625,Bedding rm3 - 2 Queens,accommodations,queen beds
80072,bedding rm3 - 3 queens,accommodations,queen beds
88807,Bedding rm3 - 3 Queens,accommodations,queen beds
56881,bedding rm3 - queen,accommodations,queen beds
69297,Bedding rm3 - Queen,accommodations,queen beds
67356,bedding rm3 - queen in loft,accommodations,queen beds
67363,bedding rm3 - queen in loft,accommodations,queen beds
70011,Bedding rm3 - Queen in Loft,accommodations,queen beds
57578,bedding rm3 - queen murphy in den,accommodations,queen beds
57586,bedding rm3 - queen murphy in den,accommodations,queen beds
70119,Bedding rm3 - Queen Murphy in Den,accommodations,queen beds
79802,bedding rm4 - 2 queens,accommodations,queen beds
88591,Bedding rm4 - 2 Queens,accommodations,queen beds
79877,bedding rm4 - 4 queens,accommodations,queen beds
88671,Bedding rm4 - 4 Queens,accommodations,queen beds
53990,bedding rm4 - queen,accommodations,queen beds
88630,Bedding rm4 - Queen,accommodations,queen beds
56924,bedding rm6 - queen,accommodations,queen beds
88687,Bedding rm6 - Queen,accommodations,queen beds
56925,bedding rm7 - queen,accommodations,queen beds
88960,Bedding rm7 - Queen,accommodations,queen beds
48139,bedding rm7 - queen murphy bed,accommodations,queen beds
48209,bedding rm7 - queen murphy bed,accommodations,queen beds
70211,Bedding rm7 - Queen Murphy Bed,accommodations,queen beds
52341,bedrm1 - 1 queen,accommodations,queen beds
52348,bedrm1 - 1 queen,accommodations,queen beds
83495,BedRm1 - 1 Queen,accommodations,queen beds
83973,BedRm1 - 1 Queen,accommodations,queen beds
84726,BedRm1 - 1 QUEEN,accommodations,queen beds
97850,BedRm1 - 1 Queen,accommodations,queen beds
52249,bedrm1 - 1 queen (sleep number),accommodations,queen beds
52264,bedrm1 - 1 queen (sleep number),accommodations,queen beds
84740,BedRm1 - 1 Queen (Sleep Number),accommodations,queen beds
58262,bedrm1 - 2 queen,accommodations,queen beds
58317,bedrm1 - 2 queen,accommodations,queen beds
85068,BedRm1 - 2 Queen,accommodations,queen beds
76892,bedrm1 - 2 queens,accommodations,queen beds
84021,BedRm1 - 2 Queens,accommodations,queen beds
52324,bedrm1 - queen,accommodations,queen beds
52335,bedrm1 - queen,accommodations,queen beds
83964,BedRm1 - Queen,accommodations,queen beds
85624,BedRm1 - Queen,accommodations,queen beds
99362,BedRm1 - Queen,accommodations,queen beds
47381,bedrm2 - 1 queen,accommodations,queen beds
47420,bedrm2 - 1 queen,accommodations,queen beds
83440,BedRm2 - 1 Queen,accommodations,queen beds
84903,BedRm2 - 1 Queen,accommodations,queen beds
97768,BedRm2 - 1 Queen,accommodations,queen beds
64687,bedrm2 - 2 queen,accommodations,queen beds
64688,bedrm2 - 2 queen,accommodations,queen beds
84082,BedRm2 - 2 Queen,accommodations,queen beds
65884,bedrm2 - 2 queens,accommodations,queen beds
83713,BedRm2 - 2 Queens,accommodations,queen beds
47348,bedrm2 - queen,accommodations,queen beds
47358,bedrm2 - queen,accommodations,queen beds
83585,BedRm2 - Queen,accommodations,queen beds
98432,BedRm2 - Queen,accommodations,queen beds
77180,bedrm2 - queen queen,accommodations,queen beds
77183,bedrm2 - queen queen,accommodations,queen beds
84952,BedRm2 - Queen Queen,accommodations,queen beds
47334,bedrm3 - 1 queen,accommodations,queen beds
47344,bedrm3 - 1 queen,accommodations,queen beds
83557,BedRm3 - 1 Queen,accommodations,queen beds
56793,bedrm3 - 2 queen,accommodations,queen beds
56797,bedrm3 - 2 queen,accommodations,queen beds
85260,BedRm3 - 2 Queen,accommodations,queen beds
77099,bedrm3 - 2 queens,accommodations,queen beds
84786,BedRm3 - 2 Queens,accommodations,queen beds
76853,bedrm3 - queen,accommodations,queen beds
76858,bedrm3 - queen,accommodations,queen beds
83856,BedRm3 - Queen,accommodations,queen beds
76781,bedrm4 - 1 queen,accommodations,queen beds
76802,bedrm4 - 1 queen,accommodations,queen beds
83699,BedRm4 - 1 Queen,accommodations,queen beds
48287,bedroom 1 - queen,accommodations,queen beds
48321,bedroom 1 - queen,accommodations,queen beds
70392,Bedroom 1 - Queen,accommodations,queen beds
48400,bedroom 2 - 2 queen,accommodations,queen beds
48488,bedroom 2 - 2 queen,accommodations,queen beds
70543,Bedroom 2 - 2 Queen,accommodations,queen beds
48292,bedroom 2 - queen,accommodations,queen beds
48326,bedroom 2 - queen,accommodations,queen beds
70325,Bedroom 2 - Queen,accommodations,queen beds
48405,bedroom 3 - 2 queen,accommodations,queen beds
48492,bedroom 3 - 2 queen,accommodations,queen beds
70573,Bedroom 3 - 2 Queen,accommodations,queen beds
48447,bedroom 3 - queen,accommodations,queen beds
48509,bedroom 3 - queen,accommodations,queen beds
70329,Bedroom 3 - Queen,accommodations,queen beds
49275,bedroom 4 - 2 queen,accommodations,queen beds
49293,bedroom 4 - 2 queen,accommodations,queen beds
70567,Bedroom 4 - 2 Queen,accommodations,queen beds
48357,bedroom 4 - queen,accommodations,queen beds
48465,bedroom 4 - queen,accommodations,queen beds
70390,Bedroom 4 - Queen,accommodations,queen beds
48918,bedroom 5 - 2 queen,accommodations,queen beds
48980,bedroom 5 - 2 queen,accommodations,queen beds
70799,Bedroom 5 - 2 Queen,accommodations,queen beds
48415,bedroom 5 - queen,accommodations,queen beds
48525,bedroom 5 - queen,accommodations,queen beds
70426,Bedroom 5 - Queen,accommodations,queen beds
48354,bedroom 6 - queen,accommodations,queen beds
48455,bedroom 6 - queen,accommodations,queen beds
70376,Bedroom 6 - Queen,accommodations,queen beds
49625,bedroom 7 - 2 queen,accommodations,queen beds
49635,bedroom 7 - 2 queen,accommodations,queen beds
70868,Bedroom 7 - 2 Queen,accommodations,queen beds
49027,bedroom 7 - queen,accommodations,queen beds
49050,bedroom 7 - queen,accommodations,queen beds
70529,Bedroom 7 - Queen,accommodations,queen beds
49873,bedroom 8 - 2 queen,accommodations,queen beds
49884,bedroom 8 - 2 queen,accommodations,queen beds
70391,Bedroom 8 - 2 Queen,accommodations,queen beds
49333,bedroom 8 - queen,accommodations,queen beds
49400,bedroom 8 - queen,accommodations,queen beds
70591,Bedroom 8 - Queen,accommodations,queen beds
45011,BedSize3 - QUEEN BED IN DEN,accommodations,queen beds
62199,br 1 bed1 - 2 queen beds,accommodations,queen beds
89399,BR 1 Bed1 - 2 Queen Beds,accommodations,queen beds
51601,br 1 bed1 - queen,accommodations,queen beds
89050,BR 1 Bed1 - Queen,accommodations,queen beds
52122,br 2 bed1 - 2 queen beds,accommodations,queen beds
89114,BR 2 Bed1 - 2 Queen Beds,accommodations,queen beds
51508,br 2 bed1 - queen,accommodations,queen beds
66849,BR 2 Bed1 - Queen,accommodations,queen beds
56478,br 2 bed2 - queen,accommodations,queen beds
91660,BR 2 Bed2 - Queen,accommodations,queen beds
51783,br 3 bed1 - 2 queen beds,accommodations,queen beds
90141,BR 3 Bed1 - 2 Queen Beds,accommodations,queen beds
51763,br 3 bed1 - queen,accommodations,queen beds
89132,BR 3 Bed1 - Queen,accommodations,queen beds
56482,br 3 bed2 - queen,accommodations,queen beds
89303,BR 3 Bed2 - Queen,accommodations,queen beds
51505,br 4 bed1 - queen,accommodations,queen beds
66864,BR 4 Bed1 - Queen,accommodations,queen beds
51632,br 5 bed1 - queen,accommodations,queen beds
66872,BR 5 Bed1 - Queen,accommodations,queen beds
65708,guest bedroom 1 - 2 queens,accommodations,queen beds
87366,Guest Bedroom 1 - 2 Queens,accommodations,queen beds
46932,guest bedroom 1 - queen,accommodations,queen beds
46952,guest bedroom 1 - queen,accommodations,queen beds
86876,Guest Bedroom 1 - Queen,accommodations,queen beds
79703,guest bedroom 2 - 2 queens,accommodations,queen beds
88548,Guest Bedroom 2 - 2 Queens,accommodations,queen beds
50818,guest bedroom 2 - queen,accommodations,queen beds
50826,guest bedroom 2 - queen,accommodations,queen beds
66772,Guest Bedroom 2 - Queen,accommodations,queen beds
79660,guest bedroom 3 - 2 queens,accommodations,queen beds
88501,Guest Bedroom 3 - 2 Queens,accommodations,queen beds
50819,guest bedroom 3 - queen,accommodations,queen beds
50827,guest bedroom 3 - queen,accommodations,queen beds
86913,Guest Bedroom 3 - Queen,accommodations,queen beds
48050,guest bedroom bedding - 2 queen,accommodations,queen beds
48052,guest bedroom bedding - 2 queen,accommodations,queen beds
67635,Guest Bedroom Bedding - 2 Queen,accommodations,queen beds
46862,guest bedroom bedding - queen,accommodations,queen beds
46877,guest bedroom bedding - queen,accommodations,queen beds
46895,Guest Bedroom Bedding - Queen,accommodations,queen beds
39571,main level queen,accommodations,queen beds
42960,Master - A Queen Murphy,accommodations,queen beds
48013,master bedroom bedding - queen,accommodations,queen beds
48014,master bedroom bedding - queen,accommodations,queen beds
67542,Master Bedroom Bedding - Queen,accommodations,queen beds
57520,master bedroom bedding - queen/queen,accommodations,queen beds
57521,master bedroom bedding - queen/queen,accommodations,queen beds
67632,Master Bedroom Bedding - Queen/Queen,accommodations,queen beds
79857,other bedding - 2 queens,accommodations,queen beds
79859,other bedding - 2 queens,accommodations,queen beds
88652,Other Bedding - 2 Queens,accommodations,queen beds
80342,other bedding - 3 queens,accommodations,queen beds
88973,Other Bedding - 3 Queens,accommodations,queen beds
58716,other bedding - queen,accommodations,queen beds
58720,other bedding - queen,accommodations,queen beds
88616,Other Bedding - Queen,accommodations,queen beds
38898,queen & queen murphy,accommodations,queen beds
59148,queen + full murphy,accommodations,queen beds
46970,queen - 1,accommodations,queen beds
46981,queen - 1,accommodations,queen beds
70363,Queen - 1,accommodations,queen beds
49324,queen - 12,accommodations,queen beds
49374,queen - 12,accommodations,queen beds
70597,Queen - 12,accommodations,queen beds
38472,queen - 2,accommodations,queen beds
48320,queen - 2,accommodations,queen beds
66739,Queen - 2,accommodations,queen beds
48914,queen - 3,accommodations,queen beds
48969,queen - 3,accommodations,queen beds
70637,Queen - 3,accommodations,queen beds
48375,queen - 4,accommodations,queen beds
48458,queen - 4,accommodations,queen beds
70541,Queen - 4,accommodations,queen beds
48338,queen - 5,accommodations,queen beds
48414,queen - 5,accommodations,queen beds
70552,Queen - 5,accommodations,queen beds
49716,queen - 6,accommodations,queen beds
49729,queen - 6,accommodations,queen beds
70368,Queen - 6,accommodations,queen beds
49764,queen - 7,accommodations,queen beds
49801,queen - 7,accommodations,queen beds
70816,Queen - 7,accommodations,queen beds
39248,queen - downstair,accommodations,queen beds
39293,queen - downstairs,accommodations,queen beds
39354,queen - ground level,accommodations,queen beds
39353,queen - main level,accommodations,queen beds
38836,queen - mem foam,accommodations,queen beds
46686,Queen bed,accommodations,queen beds
39818,queen bed in den,accommodations,queen beds
43072,Queen Beds - 1,accommodations,queen beds
42999,Queen Beds - 2,accommodations,queen beds
43023,Queen Beds - 3,accommodations,queen beds
43097,Queen Beds - 4,accommodations,queen beds
38969,queen blow up,accommodations,queen beds
52495,queen br1 - 1,accommodations,queen beds
52521,queen br1 - 1,accommodations,queen beds
86164,Queen BR1 - 1,accommodations,queen beds
52604,queen br1 - 2,accommodations,queen beds
52622,queen br1 - 2,accommodations,queen beds
86779,Queen BR1 - 2,accommodations,queen beds
52401,queen br2 - 1,accommodations,queen beds
52459,queen br2 - 1,accommodations,queen beds
86134,Queen BR2 - 1,accommodations,queen beds
52541,queen br2 - 2,accommodations,queen beds
52560,queen br2 - 2,accommodations,queen beds
86255,Queen BR2 - 2,accommodations,queen beds
52481,queen br3 - 1,accommodations,queen beds
52510,queen br3 - 1,accommodations,queen beds
86170,Queen BR3 - 1,accommodations,queen beds
52402,queen br4 - 1,accommodations,queen beds
52460,queen br4 - 1,accommodations,queen beds
86182,Queen BR4 - 1,accommodations,queen beds
52879,queen br4 - 2,accommodations,queen beds
52898,queen br4 - 2,accommodations,queen beds
86203,Queen BR4 - 2,accommodations,queen beds
52406,queen br5 - 1,accommodations,queen beds
52461,queen br5 - 1,accommodations,queen beds
86191,Queen BR5 - 1,accommodations,queen beds
52881,queen br5 - 2,accommodations,queen beds
52899,queen br5 - 2,accommodations,queen beds
86205,Queen BR5 - 2,accommodations,queen beds
52698,queen br6 - 1,accommodations,queen beds
52715,queen br6 - 1,accommodations,queen beds
86351,Queen BR6 - 1,accommodations,queen beds
39816,queen downstairs,accommodations,queen beds
40263,queen en-suite,accommodations,queen beds
40299,queen ensuite,accommodations,queen beds
40112,queen in lock off,accommodations,queen beds
38407,queen murphy bed,accommodations,queen beds
46369,Queen Murphy Bed,accommodations,queen beds
40127,queen size,accommodations,queen beds
40130,queen size,accommodations,queen beds
48039,third bedroom bedding - queen,accommodations,queen beds
48043,third bedroom bedding - queen,accommodations,queen beds
67629,Third Bedroom Bedding - Queen,accommodations,queen beds
38280,yes - queen,accommodations,queen beds
38438,yes - queen futon,accommodations,queen beds
59135,yes queen,accommodations,queen beds
