id,ext_name,type,facility_name
87777,"tv options - directv with premium channels, nfl sunday ticket & blu-ray/dvd player",entertainment,Television
78973,"tv options - directv with premium channels, nfl sunday ticket & blu-ray/dvd player",entertainment,Television
66265,"tv options - directv with premium channels, nfl sunday ticket & blu-ray/dvd player",entertainment,Television
